56d43c5f2ccc5a1400d830aa,بیونس,Beyoncé Giselle Knowles-Carter (/biː&#39;jɒnseɪ/ bee-YON-say) (پیدائش ستمبر 4، 1981) ایک امریکی گلوکار، موسیقار، ریکارڈ پروڈیوسر، اور اداکارہ ہے۔ ہیوسٹن، ٹیکساس میں پرورش پائی، اس نے اپنے بچپن میں گانے اور رقص کے مختلف مقابلوں میں حصہ لیا اور 1990 کی دہائی کے آخر میں R&amp;B لڑکیوں کے گروپ Destiny&#39;s Child کی معروف گلوکارہ کے طور پر شہرت حاصل کی۔ اس کے والد میتھیو نولز کے زیر انتظام یہ گروپ عالمی سطح پر لڑکیوں کے سب سے کامیاب گروپوں میں سے ایک بن گیا۔ ان کے وقفے کے نتیجے میں بیونس کی پہلی البم، ڈینجرسلی ان لو (2003) کی ریلیز ہوئی، جس نے بین الاقوامی سطح پر ایک سولو پرفارمر کے طور پر اس کی حیثیت کو مستحکم کیا، پانچ گریمی ایوارڈز جیتے، اور بل بورڈ ہاٹ 100 نمبر ون کامیاب فلمیں کریزی ان لو اور بیبی بوائے شامل ہیں۔,Destiny&#39;s Child میں بیونس نے کیا مقام حاصل کیا؟,مرکزی گلوکار,False
56bf6e823aeaaa14008c9629,بیونس,جون 2005 میں Destiny&#39;s Child کے تحلیل ہونے کے بعد، اس نے اپنا دوسرا سولو ریکارڈ، B&#39;Day (2006) جاری کیا، جس میں Déjà Vu، Irreplaceable، اور Beautiful Liar شامل ہیں۔ بیونس نے ایک اداکاری کے کیریئر کا آغاز بھی کیا، جسے ڈریم گرلز (2006) میں گولڈن گلوب کے نامزد کردہ کردار نے نمایاں کیا، اس کے ساتھ ساتھ دی پنک پینتھر (2006) اور آبسیڈ (2009) میں نمایاں کردار ادا کیا۔ ریپر جے زیڈ کے ساتھ اس کے اتحاد اور کیڈیلک ریکارڈز (2008) میں ایٹا جیمز کی اس کی تصویر کشی نے اس کے تیسرے البم I Am... Sasha Fierce (2008) کی شکل دی، جس نے اس کی الٹر ایگو ساشا فیرس کو متعارف کرایا اور ریکارڈ توڑ چھ گریمی حاصل کی۔ &quot;&quot;2010&quot; میں ایوارڈز، بشمول سنگل خواتین کے لیے سال کا بہترین گانا (اس پر انگوٹھی لگائیں)۔ بیونس نے 2010 میں موسیقی سے وقفہ لیا اور اپنے کیریئر کا مکمل کنٹرول سنبھال لیا۔ اس کا چوتھا البم 4 (2011) بعد میں 1970 کی دہائی کے فنک، 1980 کی دہائی کے پاپ، اور 1990 کی روح کے دائروں میں جھانکتے ہوئے لہجے میں زیادہ دب گیا تھا۔ اس کا وسیع پیمانے پر سراہا جانے والا پانچواں سٹوڈیو ریکارڈ، بیونس (2013)، اس کی اختراعی پروڈکشن اور مزید سنجیدہ موضوعات کی جانچ سے نمایاں تھا۔,بیونس نے کس سال اپنے کیریئر کو موقوف کیا اور انتظامی ذمہ داری سنبھالی؟,2010,False
56d43f7e2ccc5a1400d830cb,بیونس,Beyoncé، جو ایک عصری ماہر نسواں کے طور پر شناخت کرتی ہے، ایسی موسیقی تیار کرتی ہے جس میں خواتین کی جنسیت اور بااختیاریت کے موضوعات کے ساتھ ساتھ پیار، شراکت داری، اور خصوصیت جیسے موضوعات کو اکثر دریافت کیا جاتا ہے۔ اسٹیج پر، اس کے متحرک اور باریک بینی سے کوریوگراف کیے گئے شوز نے مبصرین کو اسے جدید مقبول موسیقی کے بہترین اداکاروں میں سے ایک کے طور پر سراہا ہے۔ 19 سال پر محیط اپنے کیریئر کے دوران، اس نے ایک سولو آرٹسٹ کے طور پر 118 ملین سے زیادہ ریکارڈز فروخت کیے ہیں، اس کے علاوہ Destiny&#39;s Child کے ساتھ مزید 60 ملین ریکارڈز فروخت کیے ہیں، جس نے تاریخ میں سب سے زیادہ فروخت ہونے والے میوزک اداکاروں میں سے ایک کے طور پر اپنی حیثیت کو مستحکم کیا۔ اس نے 20 گریمی ایوارڈز حاصل کیے ہیں اور اسے اعزازات کی تاریخ میں سب سے زیادہ نامزد خاتون کے طور پر جانا جاتا ہے۔ امریکہ کی ریکارڈنگ انڈسٹری ایسوسی ایشن نے اسے 2000 کی دہائی میں ریاستہائے متحدہ میں سرٹیفائیڈ آرٹسٹ کے طور پر تسلیم کیا۔ 2009 میں، بل بورڈ نے اسے دہائی کی ٹاپ ریڈیو گانے آرٹسٹ، 2000 کی ٹاپ فیمیل آرٹسٹ کے طور پر نامزد کیا، اور 2011 میں، انہوں نے اسے ملینیم کی اپنی آرٹسٹ کے طور پر نوازا۔ ٹائم نے انہیں 2013 اور 2014 دونوں میں عالمی سطح پر 100 سب سے زیادہ بااثر افراد کی فہرست میں شامل کیا۔ &quot;فوربز&quot; میگزین نے بھی انہیں 2015 کی سب سے بااثر خاتون میوزک آرٹسٹ کے طور پر تسلیم کیا۔,کس اشاعت نے بیونسے کو سال 2015 کی سب سے بااثر خاتون موسیقار کے طور پر تسلیم کیا؟,فوربس,False
56be8a583aeaaa14008c9097,بیونس,بیونس نے فریڈرکسبرگ، ٹیکساس میں واقع سینٹ میریز ایلیمنٹری اسکول میں تعلیم حاصل کی جہاں اس نے رقص کے اسباق میں حصہ لیا۔ اس کی آواز کی قابلیت کو اس وقت پہچانا گیا جب ڈانس ٹیچر ڈارلیٹ جانسن نے ایک راگ گنگنانا شروع کیا اور اس نے اسے مکمل کیا، جو اعلیٰ نوٹوں تک پہنچنے کی صلاحیت رکھتی ہے۔ بیونس کا موسیقی اور کارکردگی کا شوق سات سال کی عمر میں اسکول میں ٹیلنٹ مقابلہ جیتنے کے بعد بھی برقرار رہا، جان لینن کا امیجن گانا گا کر 15 اور 16 سال کی عمر کے افراد کو پیچھے چھوڑ دیا۔ 1990 کے موسم خزاں میں، بیونس نے پارکر ایلیمنٹری اسکول میں داخلہ لیا، جو موسیقی پر مرکوز ایک ادارہ ہے۔ ہیوسٹن میں، جہاں وہ اسکول کے کوئر کے ساتھ گاتی تھیں۔ وہ پرفارمنگ اور ویژول آرٹس کے لیے ہائی اسکول بھی گئی اور اس کے بعد ایلیف ایلسک ہائی اسکول میں بھی داخلہ لیا۔ مزید برآں، Beyoncé سینٹ جانز یونائیٹڈ میتھوڈسٹ چرچ میں کوئر کا حصہ تھا، جو دو سال تک تنہائی میں خدمات انجام دے رہی تھی۔,بیونس نے اپنا ابتدائی پرائمری اسکول چھوڑنے کے بعد کس شہر میں نقل مکانی کی؟,ہیوسٹن,False
56d45abf2ccc5a1400d830e6,بیونس,آٹھ سال کی عمر میں، بیونس اور اس کی بچپن کی ساتھی کیلی رولینڈ کا سامنا لاٹاویہ رابرسن سے ہوا جس میں ایک آڈیشن کے دوران تمام خواتین پر مشتمل تفریحی جوڑا تھا۔ انہیں گرلز ٹائیم نامی تین اضافی لڑکیوں کے ساتھ ایک اجتماعی میں رکھا گیا تھا، اور انہوں نے ہیوسٹن میں ٹیلنٹ شو سرکٹ پر ریپ اور ڈانس کے معمولات پیش کیے تھے۔ گروپ کا مشاہدہ کرنے کے بعد، R&amp;B کے پروڈیوسر Arne Frager نے انہیں شمالی کیلیفورنیا میں اپنے اسٹوڈیو میں مدعو کیا اور انہیں اسٹار سرچ میں داخل کیا، جو اس وقت قومی ٹیلی ویژن پر سب سے بڑا ٹیلنٹ مقابلہ تھا۔ گرلز ٹائم جیتنے میں کامیاب نہیں ہوسکا، اور بیونس نے بعد میں ریمارکس دیے کہ انہوں نے جو گانا پیش کیا وہ سب پار تھا۔ 1995 میں، بیونس کے والد نے گروپ کی نگرانی کے لیے اپنے عہدے سے استعفیٰ دے دیا۔ اس فیصلے نے بیونس کے خاندان کی کمائی آدھی کر دی، اس کے والدین کو الگ رہائش گاہوں میں منتقل ہونے پر مجبور کیا۔ میتھیو نے ابتدائی لائن اپ کو چار اراکین تک کم کر دیا، اور گروپ نے دیگر قابل ذکر R&amp;B لڑکیوں کے گروپوں کے لیے ایک افتتاحی عمل کے طور پر کارکردگی کا مظاہرہ کرنا جاری رکھا۔ لڑکیوں نے ریکارڈ لیبلز کے سامنے آڈیشن دیا اور بالآخر الیکٹرا ریکارڈز کے ساتھ دستخط کیے، اپنی ابتدائی ریکارڈنگ پر کام کرنے کے لیے مختصر طور پر اٹلانٹا ریکارڈز میں شفٹ ہوئیں، صرف لیبل کے ذریعے ڈراپ کیا جانا تھا۔ اس نے خاندان پر اضافی دباؤ پیدا کیا، جس کے نتیجے میں بیونس کے والدین کی علیحدگی ہوگئی۔ 5 اکتوبر 1995 کو، ڈوین وِگِنز کی گراس روٹس انٹرٹینمنٹ نے اس جوڑ پر دستخط کیے۔ 1996 تک، لڑکیوں نے سونی میوزک کے ساتھ ایک معاہدے کے تحت اپنا پہلا البم ریکارڈ کرنا شروع کر دیا، نولز کے خاندان نے صلح کر لی، اور اس کے فوراً بعد، گروپ نے کولمبیا ریکارڈز کے ساتھ معاہدہ کر لیا۔,ابتدائی گروپ کا عنوان کیا تھا جس میں بیونس نے شمولیت اختیار کی؟,لڑکی کا ٹائم,False
56d45fcb2ccc5a1400d830fd,بیونس,"اس جوڑے نے 1996 میں اپنا نام بدل کر Destiny&#39;s Child رکھ دیا، جو یسعیاہ کی کتاب کی ایک آیت سے ماخوذ ہے۔ 1997 میں، Destiny&#39;s Child نے 1997 کی فلم مین ان بلیک کے ساؤنڈ ٹریک کے حصے کے طور پر اپنا اہم لیبل ڈیبیو ٹریک کلنگ ٹائم لانچ کیا۔ اس کے بعد کے سال، جوڑ نے اپنا پہلا البم جاری کیا، جس نے No, No, No کے ساتھ اپنی ابتدائی بڑی کامیابی حاصل کی۔ اس البم نے موسیقی کے منظر نامے میں ایک قابل اعتبار اداکاری کے طور پر گروپ کو مستحکم کیا، معتدل فروخت سے لطف اندوز ہوئے اور انہیں تین سول ٹرین لیڈی حاصل کیں۔ سال کے بہترین آر اینڈ بی/سول البم، بہترین آر اینڈ بی/سول یا ریپ نیو آرٹسٹ، اور بہترین آر اینڈ بی/سول سنگل کے لیے سول ایوارڈز کے لیے نہیں، نہیں، نہیں۔ اس جوڑ نے 1999 میں اپنا ملٹی پلاٹینم دوسرا البم The Writing&#39;s on the Wall کا آغاز کیا۔ البم میں گروپ کے کچھ مشہور ترین ٹریکس شامل ہیں جیسے بلز، بلز، بلز، جو ان کی پہلی نمبر ون ہٹ فلم تھی، اس کے ساتھ جمپن&#39; جمپن&#39; اور Say My Name، جو اس وقت ان کا سب سے خوشحال ٹریک نکلا، اور ان کے مشہور گانوں میں سے ایک رہے گا۔ Say My Name نے 43 ویں سالانہ گریمی ایوارڈز میں ایک Duo یا گروپ کے ساتھ بہترین R&amp;B پرفارمنس اور بہترین R&amp;B گانے کے لیے تعریفیں حاصل کیں۔ دی رائٹنگز آن دی وال نے عالمی سطح پر آٹھ ملین سے زیادہ کاپیاں فروخت کیں۔ اس عرصے کے دوران، بیونس نے بوائز II مین کے اصل رکن مارک نیلسن کے ساتھ ایک جوڑی پر تعاون کیا، جس نے 1999 کی فلم دی بیسٹ مین کے ساؤنڈ ٹریک کے لیے ٹریک آف آل از سیڈ اینڈ ڈن پرفارم کیا۔",بیونس نے فلم &#39;دی بیسٹ مین&#39; کے جوڑے میں کس کے ساتھ تعاون کیا؟,مارک نیلسن,False
56be8e353aeaaa14008c90c6,بیونس,"بینڈ کے دیگر اراکین نے آزاد خواتین کا حصہ I ریکارڈ کیا، جسے 2000 کی فلم چارلیز اینجلس کے ساؤنڈ ٹریک میں شامل کیا گیا تھا۔ یہ ان کا سب سے کامیاب سنگل بن گیا، جو مسلسل گیارہ ہفتوں تک یو ایس بل بورڈ ہاٹ 100 چارٹ میں سرفہرست رہا۔ 2001 کے آغاز میں، جب Destiny&#39;s Child اپنے تیسرے البم کو حتمی شکل دے رہا تھا، Beyoncé نے TV کے لیے بنائی گئی MTV فلم Carmen: A Hip Hopera میں امریکی اداکار میکھی فیفر کے ساتھ پرفارم کرتے ہوئے ایک اہم کردار حاصل کیا۔ فلاڈیلفیا میں سیٹ کی گئی، یہ فلم فرانسیسی موسیقار جارجس بیزٹ کے 19ویں صدی کے اوپیرا کارمین کا ہم عصر ورژن ہے۔ جب تیسرا البم سروائیور مئی 2001 میں لانچ کیا گیا تو، لکیٹ اور رابرسن نے ایک مقدمہ شروع کیا جس میں یہ دعویٰ کیا گیا کہ گانے ان کی طرف ہدایت کیے گئے تھے۔ اس البم کا پریمیئر یو ایس بل بورڈ 200 پر پہلے ہفتے میں 663,000 یونٹس کی فروخت کے ساتھ ہوا۔ اس البم نے دیگر چارٹ ٹاپنگ ہٹس بھی تیار کیں، Bootylicious اور ٹائٹل گانا، سروائیور، جس کے بعد کے گانے نے گروپ کو بہترین R&amp;B پرفارمنس کے لیے ایک جوڑی یا گروپ کے ساتھ Vocals کے لیے گریمی ایوارڈ دیا۔ اکتوبر 2001 میں اپنا تہوار البم 8 ڈیز آف کرسمس لانچ کرنے کے بعد، گروپ نے انفرادی کیریئر کو مزید وسیع پیمانے پر آگے بڑھانے کے لیے وقفے کا اعلان کیا۔",بینڈ کے اراکین میں سے کون سا سنگل &#39;چارلیز اینجلس&#39; کے ساؤنڈ ٹریک کا حصہ تھا؟,آزاد خواتین حصہ اول,False
56bf91c6a10cfb140055117f,بیونس,&quot;نومبر 2003&quot; میں، اس نے پورے یورپ میں ڈینجرسلی ان لو ٹور کا آغاز کیا اور اس کے بعد شمالی امریکہ میں ویریزون لیڈیز فرسٹ ٹور کے لیے مسی ایلیٹ اور ایلیسیا کیز کے ساتھ پرفارم کیا۔ 1 فروری 2004 کو، بیونس نے ہیوسٹن، ٹیکساس کے ریلائنٹ اسٹیڈیم میں منعقدہ سپر باؤل XXXVIII میں امریکی قومی ترانہ گایا۔ ڈینجرسلی ان لو کے آغاز کے بعد، بیونس نے کئی غیر استعمال شدہ ٹریکس کے ساتھ بعد میں ایک البم بنانے کا ارادہ کیا۔  تاہم، اسے ملتوی کر دیا گیا تھا تاکہ وہ Destiny&#39;s Child کے حتمی اسٹوڈیو البم، Destiny Fulfilled کی ریکارڈنگ پر توجہ مرکوز کر سکے۔ 15 نومبر 2004 کو امریکہ میں ریلیز ہوئی اور بل بورڈ 200 پر نمبر دو کی چوٹی کی پوزیشن حاصل کرنے کے بعد، Destiny Fulfilled میں سنگلز لوز مائی بریتھ اینڈ سولجر کو نمایاں کیا گیا، جو بل بورڈ ہاٹ 100 چارٹ پر سب سے اوپر پانچ میں آگیا۔ Destiny&#39;s Child نے ایک عالمی کنسرٹ ٹور کا آغاز کیا، Destiny Fulfilled... اور Lovin&#39; It، اور 11 جون 2005 کو بارسلونا میں اپنے یورپی دورے کے آخری اسٹاپ کے دوران، Rowland نے انکشاف کیا کہ Destiny&#39;s Child شمالی امریکہ کی ٹانگ کے بعد تحلیل ہو جائے گا۔ ٹور اس گروپ نے اپنا افتتاحی تالیف البم نمبر 1 25 اکتوبر 2005 کو امریکہ میں شروع کیا اور مارچ 2006 میں ہالی ووڈ واک آف فیم پر ایک ستارہ حاصل کیا۔,بیونس نے کس سال یورپ میں اپنے ڈینجرسلی ان لو ٹور کا آغاز کیا؟,نومبر-03,False
56d4baf92ccc5a1400d8317e,بیونس,نومبر 2003 میں، اس نے پورے یورپ میں ڈینجرسلی ان لو ٹور کا آغاز کیا اور اس کے بعد شمالی امریکہ میں ویریزون لیڈیز فرسٹ ٹور کے لیے مسی ایلیٹ اور ایلیسیا کیز کے ساتھ پرفارم کیا۔ 1 فروری 2004 کو، Beyoncé نے &quot;Super Bowl XXXVIII&quot;، ہیوسٹن، ٹیکساس کے ریلائنٹ اسٹیڈیم میں منعقدہ امریکی قومی ترانہ پیش کیا۔ ڈینجرسلی اِن لو کے آغاز کے بعد، بیونس نے باقی کئی ٹریکس کو استعمال کرتے ہوئے ایک سیکوئل البم بنانے کا ارادہ کیا۔  بہر حال، اسے ملتوی کر دیا گیا تاکہ وہ Destiny&#39;s Child کے آخری اسٹوڈیو البم Destiny Fulfill کی ریکارڈنگ پر توجہ مرکوز کر سکے۔ 15 نومبر 2004 کو ریاستہائے متحدہ میں ریلیز ہوئی اور بل بورڈ 200 پر دوسرے نمبر پر پہنچنے والی، Destiny Fulfill نے Lose My Breath اور Soldier کی ہٹ فلمیں پیش کیں، یہ دونوں بل بورڈ ہاٹ 100 چارٹ پر ٹاپ فائیو پر چڑھ گئے۔ Destiny&#39;s Child نے ایک عالمی کنسرٹ ٹور کا آغاز کیا، Destiny Fulfilled... اور Lovin&#39; It، اور 11 جون 2005 کو بارسلونا میں اپنے یورپی دورے کے آخری اسٹاپ کے دوران، Rowland نے اعلان کیا کہ Destiny&#39;s Child اس دورے کے شمالی امریکی حصے کے بعد تحلیل ہو جائے گا۔ . اس گروپ نے اپنا پہلا تالیف البم نمبر 1 25 اکتوبر 2005 کو امریکہ میں شروع کیا اور مارچ 2006 میں ہالی ووڈ واک آف فیم پر ایک ستارہ حاصل کیا۔,بیونس نے 1 فروری 2004 کو کس اہم موقع پر گانا گایا؟,سپر باؤل XXXVIII,False
56be95823aeaaa14008c910f,بیونس,"4 اپریل، 2008 کو، بیونس نے جے زیڈ کے ساتھ شادی کی۔ اس نے اپنے تیسرے اسٹوڈیو البم، میں ہوں... ساشا فیرس، جو مین ہٹن کے سونی کلب میں 22 اکتوبر کو منعقد ہوئی، کی ریلیز تقریب میں ایک ویڈیو کمپیلیشن میں ان کے اتحاد کو عام کیا۔ 2008. میں ہوں... ساشا فیئرس نے 18 نومبر 2008 کو امریکہ میں ڈیبیو کیا۔ البم کا باقاعدہ تعارف بیونسے کی بدلی شخصیت ساشا فیرس، جو اس کی 2003 کی ہٹ فلم Crazy in Love کی تیاری کے دوران تیار کی گئی تھی، جس نے اپنے ابتدائی ہفتے میں 482,000 کاپیاں فروخت کیں، بل بورڈ 200 کے سب سے اوپر ڈیبیو کیا، اور امریکہ میں بیونسے کی مسلسل تیسری نمبر ون البم کا نشان لگایا۔  اس البم میں چارٹ ٹاپنگ ٹریک سنگل لیڈیز (پوٹ اے رِنگ آن اٹ) کے ساتھ ساتھ ٹاپ فائیو ہٹ آئف آئی ویر اے بوائے اینڈ ہیلو شامل تھے۔ اپنے پورے کیرئیر میں اپنے طویل ترین ہاٹ 100 سنگل ہونے کا اعزاز حاصل کرتے ہوئے، ہیلو کی امریکہ میں کامیابی نے بیونسے کو 2000 کی دہائی کے دوران کسی بھی دوسری خاتون فنکار کے مقابلے چارٹ پر زیادہ ٹاپ ٹین سنگلز حاصل کرنے کے قابل بنایا۔ مزید برآں، اس میں مقبول سویٹ ڈریمز، سنگلز ڈیوا، ایگو، ٹوٹے دل والی لڑکی، اور ویڈیو فون کے ساتھ شامل تھے۔ سنگل لیڈیز کے لیے میوزک ویڈیو کو دنیا بھر میں جعلی بنایا گیا ہے اور اس کی نقل تیار کی گئی ہے، جس نے انٹرنیٹ کے دور کے پہلے اہم ڈانس کے رجحان کا آغاز کیا، جیسا کہ ٹورنٹو اسٹار نے نوٹ کیا ہے۔ ویڈیو نے متعدد تعریفیں حاصل کیں، بشمول 2009 MTV یورپ میوزک ایوارڈز میں بہترین ویڈیو، 2009 سکاٹش MOBO ایوارڈز، اور 2009 BET ایوارڈز۔ 2009 کے ایم ٹی وی ویڈیو میوزک ایوارڈز کے دوران، ویڈیو نے نو نامزدگی حاصل کیں، بالآخر تین جیتے، بشمول سال کی بہترین ویڈیو۔  بہترین خاتون ویڈیو کا ایوارڈ حاصل کرنے میں ناکامی، جسے امریکی کنٹری پاپ آرٹسٹ ٹیلر سوئفٹ نے اپنے گانے یو بیلونگ ود می کے لیے جیتا تھا، اس کے نتیجے میں کنیے ویسٹ نے تقریب میں خلل ڈالا اور بیونس نے اپنے قبول خطاب کے دوران سوئفٹ کے ایوارڈ کی دوبارہ پیشکش کو بہتر بنایا۔ . مارچ 2009 میں، بیونس نے I Am... ورلڈ ٹور کا آغاز کیا، جو اس کی دوسری عالمی کنسرٹ سیریز ہے، جس میں 108 پرفارمنسز شامل ہیں اور $119.5 ملین کی آمدنی ہوئی۔",بہترین ویڈیو ایوارڈ کے لیے کس فنکار نے بیونس کو پیچھے چھوڑ دیا؟,ٹیلر سوئفٹ,False
